                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5908,                 1.7195,                 1.0105,                0.31363,                0.25475,                0.22107,                0.12365,                 1.4943,                 1.2239,                0.95635,               0.055111,              0.0049877,              0.0049877
                      2,                 1.5577,                 1.2734,                0.96876,                0.35623,                0.27354,                  0.248,                0.13658,                 1.5184,                  1.176,                0.95033,               0.010012,              0.0098888,              0.0098888
                      3,                 1.5693,                 1.2253,                0.96882,                0.36055,                0.27468,                0.25899,                0.14602,                 1.4851,                 1.1411,                0.94984,               0.009802,               0.009802,               0.009802
                      4,                 1.5192,                 1.1706,                0.95716,                0.38247,                0.30086,                0.28527,                0.16219,                 1.4338,                 1.1046,                0.93475,               0.009802,               0.009802,               0.009802
                      5,                 1.4886,                 1.1337,                0.94932,                0.38366,                0.30128,                0.29081,                0.16682,                 1.4069,                 1.0734,                0.93015,               0.009703,               0.009703,               0.009703
                      6,                 1.4691,                 1.1073,                0.94204,                0.39867,                0.30413,                 0.2987,                0.17188,                 1.3885,                 1.0546,                0.92344,               0.009604,               0.009604,               0.009604
                      7,                  1.444,                 1.0791,                0.93773,                 0.4267,                0.30682,                0.30907,                0.17962,                 1.3656,                 1.0432,                0.92309,               0.009505,               0.009505,               0.009505
                      8,                 1.4332,                 1.0587,                 0.9338,                0.41936,                 0.3217,                0.31094,                0.17868,                 1.3667,                 1.0357,                0.91859,               0.009406,               0.009406,               0.009406
                      9,                 1.4095,                  1.046,                0.92896,                0.41798,                0.31543,                0.31307,                0.18068,                 1.3699,                 1.0328,                0.92116,               0.009307,               0.009307,               0.009307
                     10,                 1.3989,                 1.0288,                0.92633,                0.41677,                0.32348,                0.31581,                0.18181,                 1.3633,                 1.0234,                0.92123,               0.009208,               0.009208,               0.009208
                     11,                  1.396,                 1.0223,                0.92727,                0.45317,                  0.326,                0.33139,                0.19403,                 1.3259,                  0.992,                0.91371,               0.009109,               0.009109,               0.009109
                     12,                 1.3706,                 1.0011,                0.92355,                0.44412,                0.33407,                0.33188,                0.19431,                 1.3253,                0.99019,                0.90985,                0.00901,                0.00901,                0.00901
                     13,                 1.3746,                0.99597,                0.92017,                 0.4385,                0.33869,                0.33439,                0.19352,                 1.3239,                0.98472,                0.91151,               0.008911,               0.008911,               0.008911
                     14,                 1.3675,                0.98764,                0.91862,                0.46596,                 0.3436,                0.34839,                0.20227,                 1.3106,                0.95946,                0.90768,               0.008812,               0.008812,               0.008812
                     15,                 1.3577,                0.97608,                  0.917,                0.45365,                 0.3369,                0.33757,                0.19761,                 1.3153,                0.97521,                0.90973,               0.008713,               0.008713,               0.008713
                     16,                  1.348,                 0.9666,                0.91597,                0.45016,                0.34583,                0.34779,                0.20433,                 1.3053,                0.95094,                0.90732,               0.008614,               0.008614,               0.008614
                     17,                 1.3456,                0.96206,                0.91485,                0.45955,                0.35066,                0.35126,                0.20462,                 1.3066,                0.95066,                0.90844,               0.008515,               0.008515,               0.008515
                     18,                 1.3441,                0.95541,                0.91177,                0.45193,                0.35368,                0.35295,                0.20542,                 1.3126,                0.95834,                0.90664,               0.008416,               0.008416,               0.008416
                     19,                 1.3348,                0.94249,                0.91061,                0.46545,                0.35149,                0.35585,                0.20839,                 1.2966,                0.95116,                0.90269,               0.008317,               0.008317,               0.008317
                     20,                 1.3212,                0.93285,                0.90934,                0.46838,                0.35156,                0.36069,                0.21195,                  1.288,                0.93473,                0.90215,               0.008218,               0.008218,               0.008218
                     21,                 1.3221,                 0.9306,                0.90764,                0.47222,                 0.3532,                0.35411,                0.20833,                 1.2798,                0.94283,                0.89822,               0.008119,               0.008119,               0.008119
                     22,                 1.3176,                0.92726,                0.90744,                0.46438,                0.35391,                0.35641,                0.20978,                 1.2798,                0.94142,                0.90067,                0.00802,                0.00802,                0.00802
                     23,                 1.3058,                0.91649,                0.90461,                0.46827,                0.36069,                0.36423,                0.21408,                 1.2824,                0.93064,                0.90125,               0.007921,               0.007921,               0.007921
                     24,                 1.3055,                0.91404,                0.90455,                0.46968,                0.36501,                0.36697,                0.21628,                 1.2799,                0.93016,                0.90038,               0.007822,               0.007822,               0.007822
                     25,                 1.3011,                0.90696,                0.90405,                0.46807,                0.36637,                0.36741,                0.21581,                 1.2788,                0.92612,                0.90071,               0.007723,               0.007723,               0.007723
                     26,                 1.3026,                0.90593,                0.90372,                0.48288,                0.36378,                0.37111,                0.21929,                 1.2685,                0.92022,                0.89518,               0.007624,               0.007624,               0.007624
                     27,                  1.289,                 0.8969,                0.90152,                0.49556,                0.36534,                0.37724,                0.22173,                 1.2659,                0.91602,                0.89442,               0.007525,               0.007525,               0.007525
                     28,                 1.2889,                 0.8941,                0.90073,                0.47704,                 0.3701,                0.37219,                0.21799,                 1.2668,                0.91237,                0.89719,               0.007426,               0.007426,               0.007426
                     29,                 1.2863,                0.88893,                0.90109,                0.49385,                0.37063,                0.37806,                0.22183,                 1.2628,                0.90588,                0.89558,               0.007327,               0.007327,               0.007327
                     30,                 1.2806,                0.87998,                0.89818,                0.48083,                0.37378,                0.37769,                0.22095,                 1.2632,                0.91008,                0.89562,               0.007228,               0.007228,               0.007228
                     31,                 1.2806,                0.88447,                0.89868,                0.48619,                0.36853,                0.37593,                0.22208,                 1.2631,                0.91158,                0.89715,               0.007129,               0.007129,               0.007129
                     32,                 1.2773,                0.87244,                0.89671,                0.49201,                0.36174,                0.37378,                0.21989,                 1.2637,                0.91157,                0.89543,                0.00703,                0.00703,                0.00703
                     33,                 1.2738,                0.87199,                0.89832,                 0.4775,                0.37239,                0.37113,                0.21991,                 1.2533,                0.90716,                0.89262,               0.006931,               0.006931,               0.006931
                     34,                  1.271,                0.86374,                0.89577,                0.48557,                0.37676,                0.38247,                0.22597,                 1.2537,                0.89296,                0.89419,               0.006832,               0.006832,               0.006832
                     35,                 1.2646,                0.86235,                0.89452,                0.49407,                0.37051,                0.38125,                 0.2244,                 1.2651,                0.90224,                0.89526,               0.006733,               0.006733,               0.006733
                     36,                 1.2649,                0.85722,                0.89401,                 0.4729,                0.37633,                0.37696,                0.22282,                 1.2505,                0.89645,                0.89351,               0.006634,               0.006634,               0.006634
                     37,                 1.2604,                0.85517,                0.89309,                0.48808,                0.37485,                0.37754,                0.22472,                  1.249,                0.89307,                0.89256,               0.006535,               0.006535,               0.006535
                     38,                 1.2519,                0.84493,                0.89208,                0.49736,                0.37044,                0.38214,                0.22617,                  1.237,                 0.8922,                0.89077,               0.006436,               0.006436,               0.006436
                     39,                 1.2501,                0.84336,                0.89294,                0.48861,                0.37802,                 0.3848,                 0.2276,                 1.2457,                0.89222,                 0.8916,               0.006337,               0.006337,               0.006337
                     40,                 1.2466,                0.84247,                0.89136,                0.49515,                0.37085,                0.37806,                0.22476,                  1.243,                0.89553,                0.89053,               0.006238,               0.006238,               0.006238
                     41,                 1.2522,                 0.8429,                0.89187,                0.49135,                0.37428,                0.37975,                0.22635,                 1.2502,                0.89525,                0.89227,               0.006139,               0.006139,               0.006139
