                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.4065,                  1.019,                0.92037,                0.42958,                   0.31,                0.31522,                0.18274,                 1.3681,                 1.0143,                0.91182,               0.003961,               0.003961,               0.003961
                     64,                 1.4007,                 1.0139,                0.91728,                0.43221,                0.31368,                0.31486,                0.18247,                 1.3718,                 1.0116,                0.91274,               0.003862,               0.003862,               0.003862
                     65,                 1.4007,                 1.0106,                0.91877,                0.43554,                0.31464,                0.31833,                0.18359,                  1.368,                 1.0071,                0.91166,               0.003763,               0.003763,               0.003763
                     66,                 1.3976,                 1.0122,                0.91902,                 0.4338,                0.31469,                0.31741,                0.18408,                 1.3651,                 1.0095,                 0.9114,               0.003664,               0.003664,               0.003664
                     67,                 1.3923,                 1.0011,                0.91691,                0.42605,                0.31819,                0.31904,                 0.1859,                 1.3618,                 1.0078,                0.91079,               0.003565,               0.003565,               0.003565
                     68,                 1.3991,                 1.0058,                0.91711,                0.43035,                0.31962,                0.31951,                0.18511,                 1.3631,                 1.0046,                 0.9107,               0.003466,               0.003466,               0.003466
                     69,                 1.3884,                 1.0039,                0.91733,                0.43998,                0.31547,                0.32048,                0.18595,                 1.3598,                 1.0038,                0.90984,               0.003367,               0.003367,               0.003367
                     70,                 1.3928,                 1.0047,                0.91527,                0.44242,                0.31562,                0.32111,                 0.1862,                 1.3634,                  1.007,                0.91022,               0.003268,               0.003268,               0.003268
                     71,                 1.3929,                0.99731,                0.91649,                0.44452,                0.31274,                0.32016,                0.18565,                 1.3616,                 1.0052,                0.91117,               0.003169,               0.003169,               0.003169
                     72,                 1.3972,                 1.0056,                0.91599,                0.43634,                0.31724,                0.32115,                0.18691,                 1.3632,                 1.0033,                0.91097,                0.00307,                0.00307,                0.00307
                     73,                 1.3815,                0.99191,                0.91615,                0.43273,                0.31763,                0.31896,                0.18623,                 1.3613,                 1.0034,                0.91089,               0.002971,               0.002971,               0.002971
                     74,                 1.3848,                0.99527,                0.91478,                0.43597,                0.31434,                0.31864,                0.18581,                 1.3614,                 1.0027,                0.91095,               0.002872,               0.002872,               0.002872
                     75,                 1.3781,                0.98997,                0.91348,                0.43848,                0.31306,                0.31896,                0.18597,                 1.3586,                 1.0013,                0.90952,               0.002773,               0.002773,               0.002773
                     76,                 1.3765,                 0.9815,                0.91522,                0.43944,                0.31639,                 0.3209,                  0.187,                 1.3555,                0.99819,                0.90929,               0.002674,               0.002674,               0.002674
                     77,                 1.3818,                0.98823,                0.91325,                0.43588,                0.31759,                0.32091,                0.18618,                 1.3562,                0.99779,                0.90981,               0.002575,               0.002575,               0.002575
                     78,                 1.3732,                0.98111,                0.91281,                0.42642,                0.32158,                0.32033,                0.18629,                 1.3546,                0.99887,                0.90947,               0.002476,               0.002476,               0.002476
                     79,                 1.3731,                0.98045,                0.91158,                0.43424,                0.32074,                0.32161,                0.18687,                 1.3561,                 1.0006,                0.90953,               0.002377,               0.002377,               0.002377
                     80,                  1.375,                0.97957,                0.91255,                0.43701,                0.31869,                0.32155,                0.18722,                 1.3575,                0.99946,                0.90943,               0.002278,               0.002278,               0.002278
                     81,                 1.3664,                0.97293,                0.91081,                0.43633,                0.31878,                0.32277,                0.18696,                  1.357,                0.99929,                0.90985,               0.002179,               0.002179,               0.002179
                     82,                 1.3693,                0.97365,                0.91153,                  0.438,                0.32214,                0.32289,                0.18716,                 1.3543,                0.99891,                 0.9089,                0.00208,                0.00208,                0.00208
                     83,                 1.3663,                0.97116,                0.91192,                0.44373,                 0.3181,                0.32265,                0.18769,                 1.3534,                0.99918,                0.90891,               0.001981,               0.001981,               0.001981
                     84,                 1.3703,                0.97317,                0.90877,                0.43871,                0.31864,                0.32408,                0.18919,                 1.3516,                  0.998,                0.90785,               0.001882,               0.001882,               0.001882
                     85,                 1.3576,                0.96238,                0.90956,                0.44249,                0.31641,                0.32172,                0.18784,                 1.3523,                0.99819,                0.90811,               0.001783,               0.001783,               0.001783
                     86,                 1.3584,                0.95992,                0.90932,                0.43847,                0.31929,                0.32209,                0.18743,                 1.3525,                0.99498,                0.90801,               0.001684,               0.001684,               0.001684
                     87,                 1.3628,                0.96551,                 0.9093,                0.44211,                0.31851,                 0.3223,                0.18721,                 1.3523,                0.99434,                0.90841,               0.001585,               0.001585,               0.001585
                     88,                 1.3569,                0.95962,                0.90844,                 0.4302,                0.32484,                0.32144,                 0.1873,                 1.3508,                0.99579,                0.90833,               0.001486,               0.001486,               0.001486
                     89,                 1.3593,                0.96202,                0.90885,                0.43956,                0.31961,                0.32307,                0.18817,                 1.3487,                0.99416,                 0.9083,               0.001387,               0.001387,               0.001387
                     90,                 1.3582,                0.96191,                0.90879,                0.43935,                0.32061,                0.32274,                0.18808,                 1.3496,                0.99481,                0.90846,               0.001288,               0.001288,               0.001288
                     91,                 1.3371,                0.94173,                0.90933,                0.43065,                0.32161,                0.32078,                0.18637,                 1.3558,                0.99951,                0.91024,               0.001189,               0.001189,               0.001189
                     92,                 1.3279,                0.92838,                0.90767,                0.43071,                0.31782,                0.32002,                 0.1862,                 1.3587,                0.99978,                0.91038,                0.00109,                0.00109,                0.00109
                     93,                 1.3228,                 0.9204,                0.90735,                0.43198,                0.31846,                0.32033,                 0.1864,                 1.3588,                0.99894,                0.90984,               0.000991,               0.000991,               0.000991
                     94,                 1.3186,                0.91763,                0.90639,                0.43466,                0.32255,                0.32114,                0.18668,                 1.3579,                0.99872,                0.90938,               0.000892,               0.000892,               0.000892
                     95,                 1.3183,                 0.9165,                 0.9054,                0.43799,                0.31843,                 0.3213,                0.18643,                 1.3577,                0.99714,                0.90936,               0.000793,               0.000793,               0.000793
                     96,                 1.3129,                 0.9086,                0.90522,                0.43793,                0.32035,                0.32203,                0.18714,                  1.357,                0.99575,                0.90949,               0.000694,               0.000694,               0.000694
                     97,                 1.3098,                0.90539,                0.90478,                0.43612,                0.32307,                0.32255,                0.18759,                 1.3563,                0.99545,                0.90905,               0.000595,               0.000595,               0.000595
                     98,                 1.3097,                0.90618,                0.90371,                0.43442,                0.32299,                0.32205,                0.18731,                  1.356,                0.99484,                0.90904,               0.000496,               0.000496,               0.000496
                     99,                 1.3062,                0.90154,                0.90323,                0.43621,                0.32193,                0.32241,                0.18743,                 1.3561,                0.99505,                 0.9089,               0.000397,               0.000397,               0.000397
                    100,                 1.3019,                0.89672,                0.90227,                0.43465,                0.32175,                0.32261,                0.18762,                 1.3565,                0.99525,                0.90895,               0.000298,               0.000298,               0.000298
