                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.4763,                 1.1272,                 1.0123,                0.37577,                0.28663,                0.27327,                0.15326,                 1.3937,                 1.0386,                0.98039,               0.006733,               0.006733,               0.006733
                     36,                 1.4571,                 1.1092,                 1.0077,                0.37271,                0.29425,                0.27602,                0.15507,                 1.3962,                 1.0428,                0.98107,               0.006634,               0.006634,               0.006634
                     37,                 1.4602,                 1.1095,                 1.0098,                0.37449,                0.29138,                0.27591,                 0.1543,                 1.3927,                 1.0346,                   0.98,               0.006535,               0.006535,               0.006535
                     38,                 1.4556,                 1.1015,                 1.0054,                0.38239,                 0.2923,                0.28144,                 0.1578,                   1.38,                  1.025,                0.97712,               0.006436,               0.006436,               0.006436
                     39,                 1.4648,                 1.0989,                 1.0078,                0.38551,                0.28917,                0.28067,                0.15629,                 1.3873,                 1.0264,                0.97984,               0.006337,               0.006337,               0.006337
                     40,                 1.4492,                 1.0931,                 1.0044,                0.38574,                0.29568,                0.28502,                0.15951,                 1.3754,                 1.0242,                0.97668,               0.006238,               0.006238,               0.006238
                     41,                 1.4452,                 1.0847,                 1.0017,                0.37878,                 0.2947,                0.28598,                 0.1606,                 1.3722,                 1.0254,                 0.9757,               0.006139,               0.006139,               0.006139
                     42,                 1.4326,                 1.0789,                 0.9955,                0.38071,                0.29797,                0.27978,                0.15657,                 1.3766,                 1.0207,                0.97756,                0.00604,                0.00604,                0.00604
                     43,                 1.4396,                 1.0836,                0.99979,                0.40124,                0.29352,                0.29079,                0.16375,                 1.3729,                 1.0161,                0.97716,               0.005941,               0.005941,               0.005941
                     44,                 1.4424,                 1.0858,                 1.0021,                0.39004,                0.29853,                0.29079,                0.16337,                  1.364,                 1.0094,                0.97234,               0.005842,               0.005842,               0.005842
                     45,                 1.4204,                 1.0772,                0.99881,                0.39765,                0.29742,                 0.2879,                0.16314,                 1.3656,                 1.0096,                0.97317,               0.005743,               0.005743,               0.005743
                     46,                 1.4244,                 1.0775,                  1.003,                0.39175,                0.30062,                0.29062,                0.16452,                 1.3627,                 1.0059,                0.97235,               0.005644,               0.005644,               0.005644
                     47,                  1.436,                 1.0695,                0.99709,                0.39372,                0.29938,                0.28776,                 0.1619,                 1.3677,                 1.0082,                0.97344,               0.005545,               0.005545,               0.005545
                     48,                 1.4184,                 1.0595,                0.99796,                0.39149,                0.30648,                 0.2902,                0.16265,                 1.3602,                 1.0059,                0.97079,               0.005446,               0.005446,               0.005446
                     49,                 1.4298,                 1.0711,                0.99553,                0.39189,                0.30275,                0.29341,                0.16483,                  1.358,                0.99879,                0.97047,               0.005347,               0.005347,               0.005347
                     50,                 1.4208,                 1.0524,                0.99443,                  0.399,                0.30426,                0.29297,                0.16502,                 1.3571,                0.99594,                0.96995,               0.005248,               0.005248,               0.005248
                     51,                 1.4072,                 1.0492,                0.99249,                 0.3977,                0.30137,                 0.2948,                0.16563,                 1.3576,                 1.0024,                0.97062,               0.005149,               0.005149,               0.005149
                     52,                 1.4299,                 1.0623,                 1.0031,                0.40499,                0.30365,                0.29355,                0.16642,                 1.3487,                0.99881,                0.96819,                0.00505,                0.00505,                0.00505
                     53,                 1.4118,                 1.0455,                0.98999,                0.39765,                0.31283,                0.29767,                0.16814,                 1.3457,                0.99285,                0.96702,               0.004951,               0.004951,               0.004951
                     54,                 1.4107,                 1.0564,                0.99341,                 0.4056,                0.31357,                0.29884,                0.16799,                 1.3475,                0.98841,                0.96549,               0.004852,               0.004852,               0.004852
                     55,                 1.4079,                 1.0379,                0.98966,                 0.4095,                0.31053,                0.30019,                0.16991,                 1.3406,                0.98781,                0.96463,               0.004753,               0.004753,               0.004753
                     56,                 1.4019,                 1.0408,                0.99173,                0.40706,                0.31439,                0.30316,                0.17066,                 1.3432,                0.98713,                0.96585,               0.004654,               0.004654,               0.004654
                     57,                 1.4112,                 1.0441,                0.98975,                0.40922,                0.30743,                0.30159,                0.17013,                 1.3421,                0.98368,                0.96465,               0.004555,               0.004555,               0.004555
                     58,                 1.4076,                 1.0318,                 0.9875,                0.41291,                0.30745,                0.30365,                 0.1716,                 1.3395,                0.97961,                 0.9646,               0.004456,               0.004456,               0.004456
                     59,                 1.3884,                 1.0341,                0.99102,                0.42779,                0.31056,                0.30673,                0.17399,                 1.3358,                0.97806,                0.96429,               0.004357,               0.004357,               0.004357
                     60,                 1.4084,                 1.0285,                0.98817,                0.41451,                0.31049,                0.30454,                0.17203,                 1.3371,                 0.9792,                0.96303,               0.004258,               0.004258,               0.004258
                     61,                 1.3867,                 1.0265,                0.98871,                0.42182,                 0.3117,                0.30776,                0.17459,                 1.3338,                0.97415,                0.96279,               0.004159,               0.004159,               0.004159
                     62,                 1.4006,                 1.0291,                0.98237,                0.41541,                0.31007,                0.30505,                0.17312,                 1.3367,                0.97584,                0.96361,                0.00406,                0.00406,                0.00406
                     63,                 1.3901,                 1.0284,                0.98872,                0.41432,                0.31184,                0.30695,                0.17549,                 1.3307,                0.97284,                0.96297,               0.003961,               0.003961,               0.003961
                     64,                 1.3957,                 1.0267,                0.99184,                 0.4124,                0.30762,                0.30316,                0.17357,                 1.3331,                0.97664,                0.96287,               0.003862,               0.003862,               0.003862
                     65,                 1.3859,                 1.0235,                0.98314,                0.41811,                0.31243,                0.30839,                0.17602,                 1.3303,                 0.9715,                0.96162,               0.003763,               0.003763,               0.003763
                     66,                 1.3898,                 1.0242,                0.98766,                0.42971,                0.31517,                0.31239,                0.17739,                 1.3245,                0.96663,                0.95979,               0.003664,               0.003664,               0.003664
                     67,                 1.3769,                 1.0105,                0.98444,                 0.4187,                0.31482,                0.30989,                0.17602,                 1.3261,                0.96741,                0.96081,               0.003565,               0.003565,               0.003565
                     68,                 1.3794,                 1.0129,                0.98423,                0.42669,                0.31571,                0.31172,                0.17733,                 1.3243,                0.96376,                 0.9608,               0.003466,               0.003466,               0.003466
                     69,                 1.3771,                 1.0093,                0.97874,                0.41863,                0.31712,                0.30957,                0.17669,                 1.3245,                0.96282,                0.96082,               0.003367,               0.003367,               0.003367
                     70,                 1.3729,                 1.0071,                0.97955,                 0.4271,                0.31828,                0.31112,                0.17698,                 1.3169,                0.95827,                0.95861,               0.003268,               0.003268,               0.003268
                     71,                 1.3862,                 1.0114,                0.98091,                0.42823,                0.31766,                0.31472,                 0.1784,                 1.3202,                0.95977,                0.95872,               0.003169,               0.003169,               0.003169
                     72,                 1.3725,                0.98534,                 0.9803,                0.42343,                0.32042,                0.31319,                0.17961,                 1.3204,                0.96043,                0.95949,                0.00307,                0.00307,                0.00307
                     73,                 1.3834,                 1.0009,                 0.9793,                0.42089,                0.32044,                0.31273,                0.17739,                 1.3187,                0.95796,                0.95899,               0.002971,               0.002971,               0.002971
                     74,                 1.3602,                0.99046,                0.97725,                0.42654,                0.31807,                0.31419,                0.17843,                  1.317,                  0.956,                0.95834,               0.002872,               0.002872,               0.002872
                     75,                 1.3707,                0.99598,                0.98063,                0.43061,                0.31922,                0.31732,                0.18049,                  1.317,                0.95623,                0.95861,               0.002773,               0.002773,               0.002773
                     76,                 1.3771,                0.99463,                 0.9793,                0.42539,                0.31945,                0.31483,                0.17947,                 1.3166,                0.95561,                0.95813,               0.002674,               0.002674,               0.002674
                     77,                 1.3677,                0.99049,                0.97995,                0.43343,                0.31984,                0.31702,                0.18122,                 1.3149,                 0.9526,                 0.9564,               0.002575,               0.002575,               0.002575
                     78,                 1.3841,                 1.0059,                0.98223,                0.43289,                0.31886,                0.31572,                0.18062,                 1.3134,                0.95221,                0.95558,               0.002476,               0.002476,               0.002476
                     79,                 1.3568,                0.98085,                 0.9791,                0.42641,                0.31893,                0.31403,                0.17907,                 1.3133,                0.95364,                0.95635,               0.002377,               0.002377,               0.002377
                     80,                 1.3556,                0.97829,                0.97405,                0.42484,                0.31919,                0.31429,                0.17955,                 1.3133,                 0.9547,                0.95635,               0.002278,               0.002278,               0.002278
                     81,                 1.3508,                0.97523,                0.97321,                0.43384,                0.31842,                  0.317,                0.18179,                 1.3108,                0.95207,                0.95506,               0.002179,               0.002179,               0.002179
                     82,                  1.369,                0.98866,                0.98381,                0.43425,                0.32137,                0.31733,                0.18162,                 1.3114,                 0.9525,                0.95593,                0.00208,                0.00208,                0.00208
                     83,                 1.3456,                0.97077,                0.97461,                0.43099,                0.31687,                0.31637,                 0.1811,                 1.3117,                0.95259,                0.95552,               0.001981,               0.001981,               0.001981
                     84,                  1.341,                 0.9717,                0.97251,                0.42976,                0.31983,                0.31792,                0.18216,                 1.3094,                0.95033,                0.95479,               0.001882,               0.001882,               0.001882
                     85,                 1.3621,                0.98061,                0.97622,                0.42761,                0.32071,                0.31686,                0.18129,                 1.3086,                0.95158,                0.95497,               0.001783,               0.001783,               0.001783
                     86,                 1.3496,                0.97491,                0.97623,                0.43418,                0.31767,                0.31841,                0.18242,                 1.3085,                0.95062,                0.95479,               0.001684,               0.001684,               0.001684
                     87,                 1.3517,                0.97072,                0.97504,                0.43285,                0.32145,                0.31947,                0.18308,                 1.3085,                0.94963,                0.95499,               0.001585,               0.001585,               0.001585
                     88,                 1.3391,                0.96224,                0.97426,                0.44151,                0.32095,                0.31951,                0.18313,                 1.3083,                0.94829,                0.95544,               0.001486,               0.001486,               0.001486
                     89,                 1.3442,                0.96898,                0.97307,                0.43504,                0.32248,                0.31937,                0.18216,                 1.3084,                0.94831,                0.95534,               0.001387,               0.001387,               0.001387
                     90,                 1.3451,                0.96805,                0.97369,                0.43582,                0.31976,                0.31823,                0.18182,                 1.3084,                0.94937,                0.95521,               0.001288,               0.001288,               0.001288
                     91,                 1.3151,                0.93058,                0.97697,                0.42748,                0.32316,                0.31848,                0.18199,                 1.3141,                0.95185,                0.95672,               0.001189,               0.001189,               0.001189
                     92,                 1.3081,                0.91935,                0.97352,                0.42705,                0.32454,                0.31918,                0.18251,                 1.3145,                0.95047,                 0.9568,                0.00109,                0.00109,                0.00109
                     93,                 1.3256,                0.92896,                0.97748,                0.44074,                0.32172,                 0.3194,                 0.1823,                 1.3153,                0.95015,                0.95701,               0.000991,               0.000991,               0.000991
                     94,                 1.3074,                0.91128,                 0.9714,                 0.4424,                0.31868,                 0.3197,                0.18319,                 1.3146,                0.94912,                0.95677,               0.000892,               0.000892,               0.000892
                     95,                 1.3093,                0.92305,                0.97549,                0.43675,                0.32344,                0.31967,                0.18303,                  1.314,                0.94927,                0.95657,               0.000793,               0.000793,               0.000793
                     96,                 1.2957,                0.91079,                0.97384,                0.43587,                0.32277,                0.32014,                0.18284,                 1.3132,                 0.9476,                0.95672,               0.000694,               0.000694,               0.000694
                     97,                 1.3053,                0.91447,                0.97196,                0.43304,                0.32341,                0.32069,                 0.1834,                 1.3122,                0.94732,                0.95613,               0.000595,               0.000595,               0.000595
                     98,                 1.3042,                0.91164,                0.97018,                0.43006,                  0.324,                0.32019,                0.18336,                 1.3126,                0.94739,                0.95609,               0.000496,               0.000496,               0.000496
                     99,                 1.2986,                0.90528,                 0.9682,                0.43218,                0.32135,                0.32024,                0.18376,                 1.3131,                0.94733,                0.95619,               0.000397,               0.000397,               0.000397
                    100,                 1.2956,                0.90376,                 0.9697,                0.43704,                0.31901,                0.32022,                0.18363,                 1.3135,                0.94717,                 0.9559,               0.000298,               0.000298,               0.000298
