                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.4278,                 1.0462,                0.92932,                0.40198,                0.31816,                0.30782,                0.17669,                 1.3869,                 1.0307,                0.91956,               0.006634,               0.006634,               0.006634
                     37,                 1.4209,                   1.04,                0.92748,                 0.4072,                 0.3131,                0.30661,                0.17667,                 1.3768,                 1.0219,                0.91875,               0.006535,               0.006535,               0.006535
                     38,                 1.4148,                 1.0322,                0.92691,                0.40868,                0.31939,                0.31351,                0.18058,                 1.3792,                 1.0167,                0.91734,               0.006436,               0.006436,               0.006436
                     39,                 1.4151,                 1.0327,                0.92938,                0.40789,                0.31778,                0.31193,                0.18013,                 1.3799,                 1.0228,                0.91709,               0.006337,               0.006337,               0.006337
                     40,                 1.4093,                 1.0305,                0.92625,                0.41271,                0.31028,                0.30914,                 0.1792,                 1.3776,                 1.0208,                0.91839,               0.006238,               0.006238,               0.006238
                     41,                  1.418,                 1.0317,                0.92729,                0.40829,                0.31948,                0.31079,                0.17855,                 1.3829,                  1.017,                0.91905,               0.006139,               0.006139,               0.006139
                     42,                 1.4088,                 1.0202,                0.92528,                0.41543,                0.31489,                0.31066,                0.17899,                  1.378,                 1.0212,                0.91717,                0.00604,                0.00604,                0.00604
                     43,                 1.4091,                 1.0215,                0.92504,                0.42667,                0.32366,                0.31866,                0.18421,                 1.3725,                 1.0174,                0.91723,               0.005941,               0.005941,               0.005941
                     44,                 1.4136,                 1.0236,                0.92351,                0.41603,                0.32265,                0.31703,                0.18314,                 1.3684,                  1.006,                0.91632,               0.005842,               0.005842,               0.005842
                     45,                 1.4093,                  1.017,                 0.9256,                 0.4321,                0.31834,                0.31875,                0.18527,                 1.3699,                 1.0065,                0.91548,               0.005743,               0.005743,               0.005743
                     46,                 1.3989,                   1.01,                0.92221,                0.41755,                0.31889,                 0.3151,                0.18348,                 1.3679,                 1.0039,                0.91492,               0.005644,               0.005644,               0.005644
                     47,                 1.4017,                 1.0133,                0.92338,                0.42777,                  0.324,                0.32256,                0.18607,                 1.3666,                 1.0087,                0.91434,               0.005545,               0.005545,               0.005545
                     48,                 1.3929,                 1.0084,                0.92432,                 0.4322,                0.32181,                0.32142,                0.18446,                  1.363,                0.99959,                0.91272,               0.005446,               0.005446,               0.005446
                     49,                 1.3884,                 1.0029,                0.92053,                0.41837,                0.32533,                0.32371,                0.18643,                 1.3659,                0.99933,                0.91502,               0.005347,               0.005347,               0.005347
                     50,                 1.3877,                0.99925,                0.91978,                0.42467,                0.32518,                0.32227,                0.18663,                  1.363,                0.99584,                0.91351,               0.005248,               0.005248,               0.005248
                     51,                 1.3863,                0.99935,                 0.9184,                0.44139,                 0.3218,                0.32423,                0.18681,                 1.3588,                0.99578,                0.91234,               0.005149,               0.005149,               0.005149
                     52,                 1.3822,                0.99208,                0.91854,                0.42854,                0.32099,                0.32132,                0.18567,                 1.3603,                0.99378,                0.91326,                0.00505,                0.00505,                0.00505
                     53,                 1.3864,                0.99838,                0.91896,                0.42274,                0.32622,                0.32433,                0.18847,                 1.3566,                 0.9904,                0.91323,               0.004951,               0.004951,               0.004951
                     54,                 1.3833,                0.98389,                0.91783,                0.42726,                0.32851,                0.32548,                0.18864,                 1.3557,                 0.9912,                 0.9134,               0.004852,               0.004852,               0.004852
                     55,                 1.3751,                0.98757,                0.91672,                0.43064,                0.32059,                0.32168,                0.18628,                 1.3603,                0.99302,                 0.9132,               0.004753,               0.004753,               0.004753
                     56,                 1.3674,                0.98212,                0.91696,                0.43024,                0.32774,                 0.3262,                0.18873,                 1.3564,                 0.9903,                0.91332,               0.004654,               0.004654,               0.004654
                     57,                 1.3761,                0.98213,                0.91698,                0.42557,                0.33156,                0.32455,                0.18852,                 1.3542,                0.98868,                0.91094,               0.004555,               0.004555,               0.004555
                     58,                 1.3703,                0.98023,                0.91633,                 0.4318,                0.33155,                0.32881,                0.19051,                 1.3549,                0.98207,                0.91199,               0.004456,               0.004456,               0.004456
                     59,                 1.3759,                0.97919,                0.91522,                0.43589,                0.32175,                0.32784,                0.19016,                 1.3513,                0.98196,                0.91097,               0.004357,               0.004357,               0.004357
                     60,                 1.3708,                0.97839,                0.91606,                 0.4309,                0.32975,                0.32828,                0.19016,                 1.3481,                0.98099,                0.91236,               0.004258,               0.004258,               0.004258
                     61,                 1.3641,                0.97084,                 0.9156,                0.44656,                0.32911,                 0.3313,                0.19262,                 1.3501,                0.98176,                0.91049,               0.004159,               0.004159,               0.004159
                     62,                 1.3628,                0.97333,                0.91345,                0.44555,                0.32474,                0.32826,                0.19094,                  1.353,                0.98092,                0.91241,                0.00406,                0.00406,                0.00406
                     63,                 1.3669,                0.97224,                0.91451,                0.44382,                0.32647,                 0.3282,                0.18984,                 1.3475,                0.97913,                0.90954,               0.003961,               0.003961,               0.003961
                     64,                 1.3651,                0.96842,                0.91259,                 0.4392,                0.32975,                0.32833,                0.19051,                 1.3494,                0.97859,                0.91109,               0.003862,               0.003862,               0.003862
                     65,                 1.3628,                0.96571,                0.91358,                0.44199,                0.32995,                0.33184,                0.19229,                 1.3489,                 0.9741,                0.91003,               0.003763,               0.003763,               0.003763
                     66,                 1.3601,                0.96463,                0.91448,                0.43632,                0.32995,                0.33198,                0.19184,                 1.3411,                0.97264,                0.90885,               0.003664,               0.003664,               0.003664
                     67,                 1.3536,                0.95294,                0.91227,                0.44062,                0.32871,                0.33062,                0.19249,                 1.3446,                0.97537,                0.90915,               0.003565,               0.003565,               0.003565
                     68,                  1.361,                0.96115,                0.91145,                0.44314,                0.33224,                 0.3325,                0.19439,                 1.3441,                0.97332,                0.90962,               0.003466,               0.003466,               0.003466
                     69,                 1.3511,                0.95756,                0.91232,                0.44422,                 0.3312,                 0.3329,                0.19449,                 1.3413,                0.97581,                0.90901,               0.003367,               0.003367,               0.003367
                     70,                 1.3546,                0.95634,                0.91015,                0.45153,                0.32601,                0.33037,                0.19288,                 1.3411,                0.97512,                 0.9083,               0.003268,               0.003268,               0.003268
                     71,                 1.3549,                0.95209,                0.91136,                0.45372,                0.32769,                0.33371,                0.19557,                 1.3374,                0.97289,                0.90822,               0.003169,               0.003169,               0.003169
                     72,                 1.3583,                0.95809,                0.91014,                0.45018,                0.33286,                0.33432,                0.19472,                 1.3388,                 0.9725,                0.90822,                0.00307,                0.00307,                0.00307
                     73,                 1.3434,                 0.9434,                0.91035,                0.45281,                 0.3297,                0.33399,                0.19572,                 1.3384,                0.97196,                 0.9083,               0.002971,               0.002971,               0.002971
                     74,                 1.3454,                0.94717,                0.90912,                 0.4512,                0.33043,                0.33453,                 0.1955,                 1.3363,                0.97013,                 0.9076,               0.002872,               0.002872,               0.002872
                     75,                 1.3383,                0.94131,                0.90772,                0.45138,                0.33204,                0.33715,                0.19655,                 1.3374,                 0.9664,                0.90823,               0.002773,               0.002773,               0.002773
                     76,                 1.3364,                0.93372,                0.90909,                0.45265,                0.33236,                0.33778,                0.19684,                 1.3379,                0.96708,                0.90853,               0.002674,               0.002674,               0.002674
                     77,                 1.3426,                0.94049,                0.90759,                0.45709,                0.33128,                0.33664,                0.19646,                 1.3356,                0.96635,                0.90836,               0.002575,               0.002575,               0.002575
                     78,                 1.3377,                0.93611,                0.90753,                0.45509,                0.33104,                0.33562,                0.19597,                 1.3376,                0.96506,                0.90848,               0.002476,               0.002476,               0.002476
                     79,                 1.3343,                0.93283,                0.90566,                0.46541,                0.32589,                0.33729,                0.19778,                 1.3379,                0.96434,                0.90779,               0.002377,               0.002377,               0.002377
                     80,                  1.338,                0.93324,                 0.9068,                0.45395,                0.33365,                 0.3386,                 0.1986,                 1.3374,                0.96255,                0.90762,               0.002278,               0.002278,               0.002278
                     81,                  1.328,                0.92409,                0.90502,                0.44646,                0.33207,                0.33593,                0.19671,                 1.3333,                0.96278,                0.90662,               0.002179,               0.002179,               0.002179
                     82,                 1.3312,                0.92572,                0.90651,                0.44457,                  0.331,                0.33546,                0.19626,                  1.334,                0.96475,                0.90745,                0.00208,                0.00208,                0.00208
                     83,                 1.3283,                 0.9241,                0.90605,                0.45836,                0.33162,                0.33759,                0.19802,                 1.3309,                0.96367,                 0.9068,               0.001981,               0.001981,               0.001981
                     84,                 1.3329,                0.92553,                0.90314,                0.44936,                0.33254,                0.33759,                0.19808,                 1.3331,                0.96237,                0.90682,               0.001882,               0.001882,               0.001882
                     85,                 1.3197,                0.91279,                0.90426,                0.45661,                0.33006,                0.33693,                0.19735,                 1.3342,                0.96454,                0.90803,               0.001783,               0.001783,               0.001783
                     86,                 1.3208,                0.91285,                0.90373,                0.45937,                 0.3287,                 0.3369,                 0.1974,                  1.334,                0.96317,                0.90723,               0.001684,               0.001684,               0.001684
                     87,                 1.3246,                0.91712,                0.90366,                0.44939,                0.33528,                0.33791,                0.19795,                 1.3332,                0.96354,                0.90708,               0.001585,               0.001585,               0.001585
                     88,                 1.3187,                0.91269,                0.90309,                0.44845,                0.33445,                0.33701,                0.19773,                 1.3335,                0.96429,                0.90675,               0.001486,               0.001486,               0.001486
                     89,                 1.3227,                  0.914,                0.90378,                0.45111,                0.33432,                0.33913,                0.19838,                 1.3315,                0.96201,                0.90638,               0.001387,               0.001387,               0.001387
                     90,                 1.3203,                0.91251,                0.90331,                 0.4616,                 0.3321,                0.33998,                0.19877,                 1.3314,                 0.9613,                 0.9063,               0.001288,               0.001288,               0.001288
                     91,                 1.3022,                0.89445,                0.90488,                0.45222,                0.33201,                0.33678,                0.19679,                 1.3349,                0.96641,                0.90727,               0.001189,               0.001189,               0.001189
                     92,                 1.2919,                0.88144,                 0.9024,                0.46733,                0.32514,                0.33645,                0.19686,                 1.3354,                 0.9678,                0.90758,                0.00109,                0.00109,                0.00109
                     93,                 1.2863,                0.87387,                0.90193,                 0.4615,                  0.327,                0.33832,                0.19748,                 1.3353,                0.96561,                0.90694,               0.000991,               0.000991,               0.000991
                     94,                 1.2829,                0.86993,                0.90066,                0.46145,                0.32755,                0.33864,                0.19813,                 1.3346,                0.96536,                0.90629,               0.000892,               0.000892,               0.000892
                     95,                 1.2809,                0.86847,                0.89976,                0.46265,                0.32582,                0.33866,                0.19796,                 1.3355,                0.96514,                0.90661,               0.000793,               0.000793,               0.000793
                     96,                 1.2779,                0.86267,                    0.9,                 0.4594,                0.32839,                0.33834,                0.19834,                 1.3342,                0.96359,                0.90635,               0.000694,               0.000694,               0.000694
                     97,                 1.2742,                 0.8598,                0.89939,                0.45903,                0.32964,                0.33876,                0.19778,                 1.3335,                 0.9637,                0.90637,               0.000595,               0.000595,               0.000595
                     98,                 1.2741,                0.85815,                0.89833,                0.45925,                0.33108,                0.33913,                0.19797,                 1.3337,                0.96387,                0.90628,               0.000496,               0.000496,               0.000496
                     99,                 1.2724,                0.85574,                0.89874,                0.46273,                0.32889,                0.33841,                0.19758,                 1.3342,                0.96345,                 0.9064,               0.000397,               0.000397,               0.000397
                    100,                 1.2672,                0.85016,                0.89725,                 0.4569,                0.33171,                0.33842,                0.19765,                 1.3348,                0.96321,                0.90632,               0.000298,               0.000298,               0.000298
